1001,56663,66688,16445
1002,49853,75063,28069
1003,28462,35121,8491
1005,75423,82442,4798
1007,79076,85802,12962
1008,63980,78391,1244
1009,51452,66737,889
1010,75625,80919,3340
1011,63476,77443,1323
1012,58750,74722,677
1013,36578,46179,22907
1020,50058,58516,29626
1022,50440,60797,2124
1026,60320,71505,1052
1027,58573,66613,17452
1028,80252,94891,14143
1029,62955,97075,663
1030,71106,81727,11702
1031,61250,76417,1192
1032,67692,79796,498
1034,63980,78391,1910
1035,69911,73973,4801
1036,78869,95493,5089
1037,61250,76417,627
1038,53939,72430,2557
1039,66284,78497,1291
1040,35549,43615,39827
1050,62097,70566,2380
1053,60477,77611,1720
1054,67831,86678,1656
1056,63318,72027,21205
1057,73254,78485,8474
1060,48069,67478,15578
1062,60686,82398,11283
1063,40694,32047,393
1066,53939,72430,71
1068,77396,81314,1651
1069,50345,65297,8789
1070,60320,71505,573
1071,63980,78391,1518
1072,67831,86678,1503
1073,80738,94452,5366
1074,75423,82442,315
1075,63053,76027,17179
1077,73645,81585,8842
1079,51452,66737,625
1080,50100,59535,2208
1081,65917,76367,1581
1082,51936,60093,10125
1083,55030,70156,2887
1084,58750,74722,158
1085,57598,68897,40392
1086,93611,83650,323
1088,53939,72430,622
1089,53711,64226,27894
1092,55030,70156,1215
1093,59722,72440,340
1094,61250,76417,340
1095,89486,101878,13572
1096,66148,78920,2143
1097,63980,78391,113
1098,60320,71505,1212
1103,16963,25747,2731
1104,35380,43969,22078
1105,17756,27144,12816
1106,91889,134662,15880
1107,23557,33974,11615
1108,37411,48866,26060
1109,34638,44049,30683
1118,55853,62546,14283
1119,45184,52187,13170
1128,63177,66605,3040
1129,58704,66403,6982
1151,34175,50951,8302
1199,48306,58759,14
1201,46765,57694,43838
1220,38379,50308,8947
1222,47145,68665,821
1223,48478,71204,2287
1224,66458,82491,197
1225,57419,75267,3264
1226,57505,70710,7099
1229,55096,70740,129
1230,53584,73996,8654
1235,63877,73062,2597
1236,55718,74247,1656
1237,69659,87759,2426
1238,51053,64187,6110
1240,60458,74117,4787
1242,60604,74264,254
1243,60320,71505,360
1244,57917,73592,136
1245,63152,90383,989
1247,38405,48295,16957
1253,62955,97075,607
1254,79145,103371,1070
1255,62955,97075,824
1256,54167,59862,701
1257,47145,68665,2223
1258,55764,80635,401
1259,57917,73592,640
1260,53297,67749,225
1262,55096,70740,1357
1264,63250,89918,160
1266,64328,79025,1681
1267,69925,104709,8683
1270,70662,76919,761
1301,47833,54338,18444
1330,70326,81554,1512
1331,49110,59949,12856
1337,57550,68074,2649
1338,56596,67203,184
1339,6531,7755,181
1341,70326,81554,1743
1342,61912,77805,1140
1343,54167,59862,73
1344,54836,62158,1216
1347,50189,64302,214
1349,51401,63743,1116
1351,50189,64302,2301
1354,57550,68074,1367
1355,67831,86678,820
1360,70606,75984,2952
1364,44676,51820,7633
1366,68374,75325,1186
1368,61950,70261,1256
1370,53003,62787,4020
1373,61438,76643,4618
1375,59722,72440,3769
1376,36099,49132,5149
1378,54836,62158,742
1379,54836,62158,949
1420,48606,60461,39333
1430,79875,81308,5551
1431,80143,92672,2833
1432,55863,70682,7008
1434,119016,144183,1017
1436,66138,70269,3097
1438,66138,70269,413
1440,51232,61725,20904
1450,123278,142339,9547
1451,141274,170088,4922
1452,82443,89101,3901
1453,57280,69264,41066
1460,103751,114888,8147
1462,84911,92795,9475
1463,85403,96368,11120
1464,72598,76269,6374
1467,141274,170088,328
1468,66138,70269,3134
1469,78502,85145,6892
1473,79073,86554,6906
1474,78207,84939,2302
1475,56274,66418,9597
1501,70683,81298,15923
1503,92917,109928,2517
